project_id,transaction_id,tract_geoid_2010,metro_2010,year,cde_name,qlici_amount,city,state,zip,purpose,qalicb_type,multi_cde,multi_tract
FL0081,2438,12086009600,Metropolitan,2012,"Advantage Capital Community Development Fund, LLC",2475000,Miami,FL,33179,Business Financing,NRE,NO,NO
FL0082,2439,12043000200,Non-Metropolitan,2012,"SunTrust Community Development Enterprises, LLC",10000000,Moore Haven,FL,33471,Business Financing,NRE,NO,NO
FL0083,2440,12103021800,Metropolitan,2012,"Stonehenge Community Development, LLC",510000,St. Petersburg,FL,33712,Business Financing,NRE,NO,NO
FL0083,2441,12103021800,Metropolitan,2012,"Stonehenge Community Development, LLC",3177000,St. Petersburg,FL,33712,Business Financing,NRE,NO,NO
FL0083,2442,12103021800,Metropolitan,2012,"Stonehenge Community Development, LLC",1313000,St. Petersburg,FL,33712,Business Financing,NRE,NO,NO
FL0084,2443,12011020412,Metropolitan,2012,"Advantage Capital Community Development Fund, LLC",1620000,North Lauderdale,FL,33608,Business Financing,NRE,NO,NO
FL0085,2444,12086013600,Metropolitan,2012,Self-Help Ventures Fund,2250000,Hialeah Gardens,FL,33016,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
FL0086,2445,12086005102,Metropolitan,2012,Self-Help Ventures Fund,5855802,Miami,FL,33125,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
FL0086,2446,12086005102,Metropolitan,2012,Self-Help Ventures Fund,2509630,Miami,FL,33125,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
FL0086,2447,12086005102,Metropolitan,2012,Self-Help Ventures Fund,2684568,Miami,FL,33125,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
FL0087,2448,12009064700,Metropolitan,2007,"Greenline Community Development Fund, LLC",1700000,Melbourne,FL,32901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
FL0087,2449,12009064700,Metropolitan,2007,"Greenline Community Development Fund, LLC",4050000,Melbourne,FL,32901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
FL0087,2450,12009064700,Metropolitan,2007,"Greenline Community Development Fund, LLC",3300000,Melbourne,FL,32901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
FL0088,2451,12105013802,Metropolitan,2013,"Hampton Roads Ventures, LLC",4278007,Winter Haven,FL,33880,Business Financing,NRE,NO,NO
FL0088,2452,12105013802,Metropolitan,2013,"Hampton Roads Ventures, LLC",2165617,Winter Haven,FL,33880,Business Financing,NRE,NO,NO
FL0088,2453,12105014600,Metropolitan,2013,"Hampton Roads Ventures, LLC",1316376,Winter Haven,FL,33880,Business Financing,NRE,NO,NO
FL0089,2454,17089852904,Metropolitan,2013,Citibank NMTC Corporation,6972000,Addison,IL,60101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0089,2455,12086000705,Metropolitan,2013,Citibank NMTC Corporation,2828000,Addison,IL,60101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0090,2456,12081001502,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",722000,Palmetto,FL,34221,Business Financing,NRE,NO,NO
FL0090,2457,12081001502,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",778000,Palmetto,FL,34221,Business Financing,NRE,NO,NO
FL0090,2458,12081001502,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC",2100000,Palmetto,FL,34221,Business Financing,NRE,NO,NO
FL0090,2459,12081001502,Metropolitan,2016,"Advantage Capital Community Development Fund, LLC",300000,Palmetto,FL,34221,Business Financing,NRE,NO,NO
FL0090,2460,12081001502,Metropolitan,2017,"Advantage Capital Community Development Fund, LLC",525000,Palmetto,FL,34221,Business Financing,NRE,NO,NO
FL0091,2461,12073000905,Metropolitan,2013,"Urban Development Fund, LLC",5836212,Chipley,FL,32428,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
FL0091,2462,12133970104,Non-Metropolitan,2013,"Urban Development Fund, LLC",1614438,Chipley,FL,32428,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
FL0091,2463,12073000905,Metropolitan,2013,"Urban Development Fund, LLC",1549350,Chipley,FL,32428,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
FL0092,2464,12101032500,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",2045600,Dade City,FL,33523,Business Financing,NRE,NO,NO
FL0093,2465,12086003100,Metropolitan,2013,"Florida Community Loan Fund, Inc.",14171035,Miami,FL,33136,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
FL0093,2466,12086003100,Metropolitan,2013,"Florida Community Loan Fund, Inc.",4828965,Miami,FL,33136,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
FL0094,2467,12086004206,Metropolitan,2013,TD Community Development Corporation,10000000,Miami,FL,33139,Real Estate–Rehabilitation–Commercial,RE,NO,NO
FL0094,2468,12086004206,Metropolitan,2013,TD Community Development Corporation,3000000,Miami,FL,33139,Real Estate–Rehabilitation–Commercial,RE,NO,NO
FL0095,2469,12127082301,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",420000,Daytona Beach,FL,32117,Business Financing,NRE,NO,NO
FL0095,2470,12127082301,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",525000,Daytona Beach,FL,32117,Business Financing,NRE,NO,NO
FL0096,2471,12029970200,Non-Metropolitan,2014,"Florida Community Loan Fund, Inc.",1407405,Old Town,FL,32680,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
FL0096,2472,12029970200,Non-Metropolitan,2014,"Florida Community Loan Fund, Inc.",570845,Old Town,FL,32680,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
FL0096,2473,12029970200,Non-Metropolitan,2013,"Stonehenge Community Development, LLC",2808500,Old Town,FL,32680,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
FL0096,2474,12029970200,Non-Metropolitan,2013,"Stonehenge Community Development, LLC",1374500,Old Town,FL,32680,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
FL0096,2475,12029970200,Non-Metropolitan,2013,"Stonehenge Community Development, LLC",817000,Old Town,FL,32680,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
FL0097,2476,12086002600,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",5149000,Miami,FL,33127,Business Financing,NRE,NO,NO
FL0097,2477,12086002600,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",4320000,Miami,FL,33127,Business Financing,NRE,NO,NO
FL0097,2478,12086002600,Metropolitan,2015,"Advantage Capital Community Development Fund, LLC",829000,Miami,FL,33127,Business Financing,NRE,NO,NO
FL0097,2479,12086002600,Metropolitan,2017,"Advantage Capital Community Development Fund, LLC",292032,Miami,FL,33127,Business Financing,NRE,NO,NO
FL0098,2480,12033000100,Metropolitan,2013,"Whitney New Markets Fund, LLC",2877000,Pensacola,FL,32502,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0098,2481,12033000100,Metropolitan,2013,"Whitney New Markets Fund, LLC",2973000,Pensacola,FL,32502,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0098,2482,12033000100,Metropolitan,2013,"Whitney New Markets Fund, LLC",2150000,Pensacola,FL,32502,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0099,2483,12057003500,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",1974200,Tampa,FL,33605,Business Financing,NRE,NO,NO
FL0099,2484,12057003500,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",1713200,Tampa,FL,33605,Business Financing,NRE,NO,NO
FL0099,2485,12057003500,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",110000,Tampa,FL,33605,Business Financing,NRE,NO,NO
FL0100,2486,12057010502,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",5000000,Tampa,FL,33610,Business Financing,NRE,NO,NO
FL0100,2487,12057010502,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",5000000,Tampa,FL,33610,Business Financing,NRE,NO,NO
FL0100,2488,12057010502,Metropolitan,2016,"Advantage Capital Community Development Fund, LLC",310000,Tampa,FL,33610,Business Financing,NRE,NO,NO
FL0101,2489,12086001701,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC",4300000,Miami,FL,33142,Business Financing,NRE,NO,NO
FL0101,2490,12086001701,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",3900000,Miami,FL,33142,Business Financing,NRE,NO,NO
FL0102,2491,12086000903,Metropolitan,2013,TD Community Development Corporation,2998060,Miami,FL,33147,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0102,2492,12086000903,Metropolitan,2013,TD Community Development Corporation,895525,Miami,FL,33147,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
FL0103,2493,12057005301,Metropolitan,2013,"Urban Development Fund, LLC",3715801,Tampa,FL,33602,Business Financing,NRE,NO,NO
FL0103,2494,12057005301,Metropolitan,2013,"Urban Development Fund, LLC",1068785,Tampa,FL,33602,Business Financing,NRE,NO,NO
FL0103,2495,12057005301,Metropolitan,2013,"Urban Development Fund, LLC",1173562.64,Tampa,FL,33602,Business Financing,NRE,NO,NO
FL0104,2496,12086001002,Metropolitan,2013,"Urban Development Fund, LLC",5842642,Miami,FL,33150,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
FL0104,2497,12086001002,Metropolitan,2013,"Urban Development Fund, LLC",1616907,Miami,FL,33150,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
FL0104,2498,12086001002,Metropolitan,2013,"Urban Development Fund, LLC",1554213,Miami,FL,33150,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
FL0105,2499,12086013600,Metropolitan,2013,Self-Help Ventures Fund,5760480,Hialeah Gardens,FL,33016,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
FL0105,2500,12086013600,Metropolitan,2013,Self-Help Ventures Fund,2589120,Hialeah Gardens,FL,33016,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
FL0105,2501,12086013600,Metropolitan,2013,Self-Help Ventures Fund,3050400,Hialeah Gardens,FL,33016,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
FL0106,2502,12011050208,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",290400,Fort Lauderdale,FL,33309,Business Financing,NRE,NO,NO
FL0106,2503,12011050208,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",363000,Fort Lauderdale,FL,33309,Business Financing,NRE,NO,NO
FL0107,2504,12057004200,Metropolitan,2014,"Florida Community Loan Fund, Inc.",7439300,Tampa,FL,33602,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
FL0107,2505,12057004200,Metropolitan,2014,"Florida Community Loan Fund, Inc.",3065700,Tampa,FL,33602,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
FL0107,2506,12057004200,Metropolitan,2014,"Whitney New Markets Fund, LLC",3700000,Tampa,FL,33602,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
